City,Population (%),AQI,Green Coverage (%),Factories,Vehicles Count,Education Institutions Count,Hospitals Count,Waterborne Disease Cases,Respiratory Disease Cases,Year
Khulna,67,251,27,91,472769,302,183,4486,3815,2022
Mymensingh,73,264,35,46,1322014,419,390,1933,15100,2009
Barishal,96,264,15,94,406309,462,214,1556,24425,2001
Barishal,95,59,15,101,995900,540,83,4182,19436,2003
Rangpur,59,281,9,64,1065376,331,105,8517,14522,2024
Barishal,68,145,38,104,1315227,610,167,4985,17303,2001
Rangpur,61,151,30,128,431129,679,89,1308,22396,2024
Barishal,68,179,10,10,774584,182,191,7145,6481,2008
Gazipur,51,64,50,42,810092,160,220,12709,7517,2013
Chattogram,84,144,36,97,855492,213,112,7087,15233,2004
Mymensingh,78,58,17,119,331565,68,137,5816,28925,2005
Sylhet,71,61,10,55,268935,662,269,10420,11156,2018
Gazipur,81,109,36,93,236144,267,62,9198,11931,2008
Dhaka,69,79,44,129,1893251,468,220,8323,5936,2007
Khulna,55,245,42,136,242063,428,339,12055,4996,2016
Chattogram,69,51,13,122,890688,100,396,9278,18634,2005
Sylhet,78,108,40,86,776271,87,265,12512,16976,2020
Rangpur,85,297,27,24,1072027,197,172,4252,5218,2011
Barishal,72,157,15,99,1380953,694,39,6471,15467,2014
Rangpur,73,282,30,84,1966540,481,24,7831,1687,2008
Mymensingh,53,125,28,143,626330,559,294,3376,7266,2019
Mymensingh,69,174,14,150,237865,377,314,11038,17982,2014
Narayanganj,99,141,47,101,881053,210,44,8944,1099,2005
Narayanganj,62,244,27,118,99776,364,172,11005,26076,2011
Dhaka,94,90,37,135,1004873,354,220,14935,16994,2004
Narayanganj,58,138,29,37,1295616,631,262,10975,9438,2007
Khulna,59,109,22,139,1320348,586,104,9938,12963,2020
Sylhet,73,54,24,64,883436,89,376,2804,4365,2000
Mymensingh,66,112,21,54,431149,439,341,642,4358,2022
Khulna,63,294,41,19,172755,642,76,13055,2489,2021
Barishal,92,100,36,24,422661,169,289,9631,19999,2024
Rajshahi,88,198,9,38,557029,560,330,7226,3523,2012
Rangpur,78,58,12,23,483046,278,282,2345,13993,2013
Cumilla,89,231,34,122,632202,412,216,13649,19582,2001
Mymensingh,82,150,7,122,667784,325,341,7778,29121,2001
Cumilla,69,291,21,95,830629,671,224,1916,20934,2012
Khulna,52,168,33,141,1261624,479,53,12069,27825,2008
Barishal,69,60,31,58,415999,607,254,5432,26931,2019
Dhaka,79,77,21,80,428736,301,339,14036,2307,2008
Barishal,79,276,10,20,1539186,380,35,10511,15831,2007
Narayanganj,81,160,10,77,197697,207,340,3750,29224,2005
Chattogram,50,148,30,118,1822012,464,74,7139,20121,2006
Rajshahi,88,110,30,36,733646,511,258,9062,26691,2011
Mymensingh,76,238,50,122,536811,100,162,3097,19800,2006
Sylhet,71,190,28,129,1939337,609,333,3467,11227,2003
Khulna,54,72,6,89,1658733,670,248,12796,14411,2013
Rajshahi,87,246,12,127,1699628,499,375,4618,26108,2020
Rajshahi,50,100,31,67,1358537,467,364,4870,13108,2010
Khulna,61,116,39,116,143220,665,229,7475,23976,2000
Narayanganj,97,189,20,94,1394276,191,239,3673,5866,2015
Rajshahi,91,294,10,32,849158,522,69,12966,26047,2008
Gazipur,74,284,15,65,897650,469,330,7876,27739,2002
Khulna,84,64,9,126,1059447,497,233,14806,25348,2020
Chattogram,62,81,46,147,1558141,229,35,5759,13777,2011
Gazipur,68,134,46,85,1132920,125,20,3658,22571,2023
Barishal,65,123,47,106,1720528,683,331,10476,8133,2021
Mymensingh,56,145,7,29,613986,253,190,958,13248,2003
Narayanganj,89,250,14,10,638982,236,71,3292,15815,2004
Sylhet,97,160,40,110,1138825,365,105,14461,25796,2007
Chattogram,79,94,28,69,1479925,236,133,1885,29716,2022
Cumilla,52,121,48,144,1915160,148,122,1216,3475,2022
Gazipur,85,110,46,15,679550,409,126,12238,23541,2015
Khulna,81,187,11,46,1825279,281,308,9606,15822,2010
Cumilla,71,276,48,50,1233752,535,91,5494,5224,2001
Khulna,79,173,41,102,659739,292,336,4786,7416,2006
Gazipur,51,162,29,92,1172354,67,306,4275,4361,2000
Mymensingh,58,167,49,94,1259046,521,59,12751,15900,2013
Mymensingh,50,192,49,77,89136,84,257,11588,29513,2000
Chattogram,62,179,48,14,1140825,65,114,2085,19770,2013
Cumilla,100,81,23,47,1453053,268,223,10961,7507,2006
Chattogram,51,124,43,20,1621299,380,88,9338,20946,2023
Dhaka,94,277,50,134,68474,81,162,7120,6770,2010
Rangpur,85,257,34,149,1386477,251,367,13906,10455,2023
Cumilla,99,118,21,21,266355,294,280,10314,11748,2020
Cumilla,89,274,17,125,649134,158,33,4820,16968,2004
Mymensingh,86,71,11,138,959221,455,108,13441,18785,2004
Dhaka,71,213,19,109,1567760,355,204,947,9296,2008
Cumilla,100,54,16,25,257898,159,120,12372,14166,2022
Sylhet,89,121,6,21,1676860,420,86,2806,16100,2005
Mymensingh,64,239,29,18,300557,670,230,13547,15761,2018
Gazipur,96,75,9,143,1250649,266,313,2058,17359,2018
Khulna,80,219,40,45,1836803,371,380,910,24361,2010
Rajshahi,82,179,34,146,299722,411,295,7271,1418,2004
Gazipur,89,143,21,49,284232,111,306,6807,24134,2006
Rajshahi,71,137,12,103,931822,126,241,5903,8386,2006
Khulna,96,245,28,40,858616,284,49,12289,17627,2008
Narayanganj,76,167,27,107,844526,474,134,2994,14492,2007
Khulna,90,293,21,132,1658301,512,67,2048,23839,2006
Cumilla,59,274,50,95,710614,228,50,8427,5667,2023
Narayanganj,69,290,45,149,101977,91,246,10574,7146,2006
Narayanganj,90,90,43,124,607853,168,166,6818,12703,2005
Gazipur,60,272,19,87,1658462,195,95,10884,15462,2001
Cumilla,79,253,18,28,1998068,475,90,14875,11717,2004
Narayanganj,91,261,13,13,1315442,436,400,13186,12980,2023
Rajshahi,66,283,49,92,1671123,211,365,13612,21338,2013
Rajshahi,81,51,32,58,921959,621,95,13850,23968,2008
Gazipur,55,109,28,141,815815,65,202,9237,29011,2022
Narayanganj,95,227,45,33,1270999,463,209,8116,8173,2011
Khulna,84,167,38,109,1259937,680,41,10870,22957,2007
Mymensingh,95,77,38,15,1102709,478,49,8718,28468,2020
Chattogram,76,287,33,15,1638433,648,253,7245,11894,2009
Rajshahi,51,51,7,102,223628,98,141,4916,5410,2004
Gazipur,92,75,21,127,1699745,384,205,3526,6744,2009
Narayanganj,98,122,35,62,183670,433,122,12335,10641,2024
Chattogram,53,168,14,97,494961,451,389,4289,29654,2005
Narayanganj,92,170,19,100,1784387,568,113,3123,22575,2019
Chattogram,74,295,22,111,752549,455,267,12295,24551,2022
Cumilla,79,152,5,55,122617,651,155,7828,15214,2017
Rangpur,65,79,23,124,764461,536,64,9349,15726,2019
Narayanganj,89,242,29,145,739675,340,196,14138,7678,2022
Barishal,96,195,27,87,1187043,586,244,5979,14227,2020
Rajshahi,50,221,41,63,1458833,439,74,2763,14521,2024
Rangpur,75,56,9,25,1479176,93,365,3990,17531,2014
Narayanganj,67,61,24,104,1699486,640,42,4194,5101,2016
Cumilla,92,149,37,149,1434352,120,288,8232,8059,2012
Dhaka,70,128,48,28,179948,276,281,14337,10665,2009
Barishal,69,157,32,115,1225106,333,191,9930,11053,2011
Rajshahi,73,85,17,46,1067780,603,231,1124,28499,2020
Mymensingh,87,158,12,108,526340,236,298,5271,2668,2000
Dhaka,55,116,33,61,405765,577,50,13789,3527,2012
Dhaka,100,114,34,34,689748,97,316,12406,27530,2005
Cumilla,81,258,12,93,1543413,576,246,2360,3411,2004
Rangpur,61,297,20,37,897435,560,68,10113,12631,2015
Narayanganj,54,213,40,139,1118371,320,390,13235,28800,2019
Rajshahi,76,55,39,64,831133,327,279,1665,14163,2012
Mymensingh,57,194,41,82,221690,320,93,8848,17312,2013
Khulna,94,205,8,128,1496398,369,202,12864,2101,2015
Sylhet,58,167,22,29,625834,601,82,1725,25542,2015
Chattogram,76,217,26,25,1241695,281,184,8156,18879,2005
Chattogram,57,267,10,102,318503,169,171,6809,1495,2010
Khulna,84,56,46,74,1559820,636,268,10679,19662,2012
Chattogram,56,160,46,44,1541777,516,115,14198,6436,2010
Cumilla,91,94,38,101,66341,524,158,1312,15202,2021
Mymensingh,55,56,42,32,353110,193,217,7489,15105,2001
Gazipur,70,162,34,96,1375337,532,214,3856,21207,2009
Dhaka,70,147,43,29,833924,51,76,4224,22913,2022
Gazipur,88,168,20,142,1783724,92,371,14278,24189,2001
Gazipur,61,284,39,85,760679,137,342,1924,13149,2000
Rajshahi,78,207,16,46,1277614,113,107,8631,28348,2001
Gazipur,82,224,41,66,1805326,393,136,6156,8519,2014
Cumilla,73,114,14,94,1976657,653,209,1374,4429,2005
Rajshahi,77,295,11,26,422996,217,136,3961,4473,2013
Rajshahi,81,231,34,86,1564218,359,337,2264,28814,2020
Khulna,79,55,29,116,437711,563,56,829,24572,2006
Cumilla,53,264,21,83,267761,297,85,5321,2110,2017
Narayanganj,86,150,18,36,1573646,466,239,11132,16056,2002
Cumilla,86,132,33,97,161177,192,153,13330,19631,2011
Sylhet,97,165,39,16,1779850,498,269,12541,11555,2017
Khulna,73,172,26,24,968357,588,95,9879,25739,2017
Barishal,78,273,30,70,1240133,430,390,1460,28384,2015
Mymensingh,79,270,26,89,614193,295,161,12311,29130,2019
Chattogram,52,163,14,94,113824,147,271,13322,15475,2021
Rajshahi,57,59,42,29,151636,275,50,8935,9580,2001
Sylhet,80,152,40,133,1566626,624,356,13641,26554,2000
Chattogram,59,156,24,14,1758144,134,302,7447,5070,2006
Dhaka,81,259,7,137,1744725,480,209,1484,2234,2002
Chattogram,87,216,42,72,768911,214,221,13457,13912,2010
Gazipur,61,65,45,45,1653240,287,140,6246,3275,2009
Cumilla,74,230,36,56,1834276,350,94,9841,24391,2019
Gazipur,64,144,17,37,62403,666,53,12405,18806,2001
Dhaka,96,52,36,88,533225,349,83,12428,29590,2009
Cumilla,97,241,12,65,1235284,425,95,8588,17330,2002
Barishal,74,239,9,12,235333,498,344,12990,27381,2012
Gazipur,59,51,7,49,733100,220,192,1932,23253,2007
Gazipur,60,249,35,73,685405,425,291,8534,9469,2009
Chattogram,59,80,49,50,1872127,494,394,7298,19595,2020
Dhaka,75,166,6,93,253060,681,203,12213,3553,2023
Sylhet,87,182,29,67,1218173,470,50,5663,12192,2006
Chattogram,89,254,36,139,1316708,690,347,4034,12337,2019
Gazipur,62,151,39,68,230338,63,85,6442,11521,2008
Rajshahi,71,101,19,74,1468379,53,184,3219,21488,2007
Mymensingh,83,111,47,82,1542555,92,238,10017,26990,2012
Chattogram,84,259,27,126,1059095,245,66,1134,29521,2009
Mymensingh,79,165,33,104,1158471,564,237,14653,12229,2013
Rangpur,53,115,32,111,736649,276,370,8487,12151,2003
Cumilla,61,136,40,90,1640976,384,53,2895,15303,2023
Chattogram,50,120,7,105,379586,167,385,1775,19373,2010
Barishal,60,299,21,11,973772,311,134,14768,20462,2008
Sylhet,63,57,30,47,1527665,534,204,2438,12406,2003
Mymensingh,58,146,15,138,275127,261,147,14398,19089,2013
Dhaka,54,129,39,117,572593,674,309,3898,21545,2004
Rangpur,96,192,34,106,1971697,526,211,5842,17169,2015
Mymensingh,95,273,8,69,1388869,52,148,5102,13425,2023
Khulna,77,241,49,75,1824929,222,139,3629,28316,2013
Mymensingh,78,88,48,45,951847,330,313,14509,15017,2021
Barishal,56,287,26,141,374797,107,66,3077,21814,2007
Gazipur,62,145,21,94,942915,423,108,10704,8372,2007
Rajshahi,74,116,48,134,331326,697,234,9998,28146,2007
Dhaka,63,129,27,140,206505,265,168,9894,18287,2011
Chattogram,58,147,7,76,1284937,668,128,5451,17823,2019
Khulna,89,158,43,56,1697516,378,117,3588,14209,2022
Rajshahi,60,125,26,39,1416207,141,331,7553,1961,2012
Gazipur,81,227,35,111,789956,684,132,4773,6149,2020
Sylhet,52,256,47,142,425597,674,265,3948,17859,2019
Barishal,100,97,46,73,323671,522,61,4671,23000,2002
Rangpur,80,279,44,10,1091630,423,365,14609,25407,2007
Rangpur,92,281,31,119,1163720,690,373,2642,12334,2019
Rajshahi,89,233,40,15,1382165,99,301,5777,1225,2010
Dhaka,82,166,28,28,1353853,482,103,2992,10245,2021
Khulna,83,225,31,61,1088353,132,245,13108,3276,2020
Narayanganj,79,72,6,27,1567029,292,51,2668,12324,2013
Barishal,83,146,44,37,75529,591,237,2634,7617,2003
Sylhet,100,237,26,82,1307081,513,30,13755,28252,2009
Gazipur,91,70,14,115,571530,316,317,4829,11269,2015
Mymensingh,84,216,45,28,1812589,494,84,14227,7307,2019
Chattogram,95,210,14,48,773332,187,289,4017,14719,2006
Gazipur,83,282,30,40,80167,114,117,5770,12152,2020
Khulna,57,145,5,123,1893729,652,63,9313,4189,2021
Dhaka,52,299,7,86,1884786,622,23,7208,10863,2020
Sylhet,52,261,33,41,1743362,149,222,10466,4978,2018
Rajshahi,83,69,29,10,746566,302,369,9697,16638,2023
Rangpur,52,65,11,31,700944,316,100,9108,13989,2004
Sylhet,89,58,47,127,1751486,676,232,9416,22561,2018
Cumilla,54,178,37,76,1326851,278,161,3747,16005,2018
Barishal,81,223,20,123,524464,597,125,14304,22491,2019
Gazipur,95,213,47,27,1205819,69,26,6111,13158,2024
Barishal,99,75,10,49,1387036,185,152,4644,23059,2006
Rajshahi,88,91,7,145,768829,84,229,3275,22737,2005
Narayanganj,79,102,35,24,1991455,376,50,2184,7628,2020
Narayanganj,73,174,49,48,1216584,382,170,6969,21615,2014
Dhaka,57,165,6,52,1197454,522,362,2061,15502,2005
Sylhet,83,114,38,31,1205831,133,59,12568,13637,2009
Gazipur,74,71,21,46,1245828,320,208,11318,10327,2006
Rangpur,87,139,31,69,1012250,693,343,13907,14119,2002
Narayanganj,69,101,7,99,176685,468,97,4452,11061,2004
Rangpur,88,51,21,108,1533907,83,375,5727,5431,2009
Khulna,94,300,8,150,129464,454,56,5058,24188,2020
Rangpur,89,53,47,12,1594316,629,269,5148,3015,2023
Chattogram,53,216,28,60,1504735,449,346,4863,25414,2001
Rangpur,51,197,28,127,756910,326,328,4710,20356,2020
Sylhet,53,149,23,78,1577576,598,366,7943,8677,2021
Khulna,90,87,45,121,1202127,543,200,9736,1219,2015
Rangpur,60,183,20,99,568114,140,310,11635,4517,2004
Barishal,66,155,33,140,1778210,318,281,8653,12623,2024
Cumilla,88,244,12,150,1546100,310,29,7751,7440,2022
Sylhet,98,220,40,36,1425871,514,22,7261,20551,2020
Rajshahi,68,288,30,117,1422854,453,339,11492,19341,2019
Rajshahi,88,265,14,98,1773364,627,248,9602,27406,2016
Khulna,69,127,44,78,322680,608,243,3667,28531,2000
Chattogram,64,209,43,54,1040013,286,63,12829,15316,2016
Rajshahi,90,193,39,126,1719374,695,21,8064,5606,2022
Sylhet,71,217,40,67,1702002,270,70,5155,21204,2018
Narayanganj,65,221,13,147,710406,508,35,9011,19571,2016
Khulna,97,283,13,81,1162887,133,142,7009,6448,2013
Dhaka,77,55,7,119,963497,437,374,12488,19979,2019
Chattogram,91,152,9,150,194466,568,283,4910,27553,2004
Cumilla,53,138,14,65,1714708,503,77,6589,1117,2021
Cumilla,83,121,21,16,1849459,364,351,4043,7400,2006
Cumilla,52,221,37,72,1521655,460,140,3725,29402,2015
Gazipur,56,181,48,67,894563,485,392,14665,27491,2016
Narayanganj,86,64,38,146,702618,328,261,12299,9825,2006
Chattogram,96,240,39,67,99238,553,167,1561,28161,2021
Rajshahi,89,225,47,11,1488325,629,275,3843,1442,2002
Barishal,78,285,41,41,1431767,301,333,4205,7703,2020
Rajshahi,88,78,29,28,655507,343,383,3969,8677,2024
Narayanganj,94,165,32,13,379167,631,342,10649,22062,2004
Dhaka,95,159,44,26,1774373,658,137,5321,18935,2000
Mymensingh,68,234,13,26,97899,133,393,12673,20139,2005
Dhaka,58,292,25,18,275707,683,248,10001,8974,2007
Sylhet,98,173,36,140,510802,170,198,12296,20428,2015
Sylhet,58,255,31,15,105286,439,157,8194,16143,2020
Khulna,55,211,47,52,1845818,140,347,14479,10067,2018
Khulna,79,242,12,137,1958047,488,57,4513,24627,2017
Rangpur,88,131,28,145,128235,652,37,13895,29365,2003
Dhaka,63,209,26,111,1461221,615,118,12899,18122,2006
Dhaka,98,181,14,53,1702288,421,350,8302,5755,2010
Narayanganj,79,191,28,141,609946,685,299,2011,27427,2004
Dhaka,83,242,50,82,771257,529,264,5201,17272,2015
Gazipur,63,225,42,22,1770558,74,211,6656,21305,2022
Barishal,71,145,12,116,862407,406,36,1021,10297,2007
Rangpur,100,281,30,114,1534135,465,385,1947,18276,2006
Barishal,90,232,49,56,1796698,682,269,9867,3652,2004
Barishal,91,89,14,87,1609416,393,394,8009,26842,2016
Chattogram,94,211,25,50,416529,95,162,4385,9512,2017
Narayanganj,100,51,41,63,1147926,605,253,8173,13877,2018
Narayanganj,98,106,8,42,291226,509,302,14697,2008,2014
Sylhet,68,104,12,88,578854,530,53,8718,16389,2022
Chattogram,95,217,46,13,1708485,692,381,4327,24301,2006
Cumilla,80,192,10,123,1864019,529,260,525,26724,2010
Mymensingh,100,168,8,21,1188634,603,49,3815,22628,2013
Rajshahi,67,143,39,50,233129,117,391,14090,15689,2011
Narayanganj,88,196,34,149,1188550,314,107,11602,28165,2005
Chattogram,90,100,33,129,1203580,583,308,8407,10354,2020
Narayanganj,94,251,47,27,57433,146,225,11513,2026,2004
Rangpur,80,227,33,109,1923392,246,64,5443,17352,2002
Gazipur,94,73,6,147,1521270,684,265,8447,10163,2005
Cumilla,64,243,23,11,587391,330,199,1163,19924,2012
Sylhet,91,215,26,84,1827408,460,345,14637,21563,2012
Narayanganj,91,194,27,114,849954,392,191,1204,17779,2015
Sylhet,98,265,6,120,1339274,227,307,3114,26034,2020
Rangpur,93,119,19,109,701014,475,274,3917,15580,2012
Dhaka,86,286,44,18,998298,522,389,11391,12670,2001
Mymensingh,86,80,43,115,1462294,313,268,13644,9113,2019
Narayanganj,65,248,40,32,1810255,284,140,12010,6618,2022
Chattogram,94,94,6,140,1088319,307,64,8339,25532,2000
Chattogram,78,276,47,53,183182,319,325,1146,18628,2018
Gazipur,63,102,35,107,1016253,475,237,11185,18576,2004
Khulna,52,235,47,25,710714,292,333,4749,22376,2013
Mymensingh,54,185,42,96,628885,324,57,9098,6620,2024
Mymensingh,57,216,6,92,1243200,417,218,1634,7305,2022
Dhaka,69,69,31,20,1743355,369,89,7286,26514,2005
Gazipur,69,297,44,58,1632668,436,111,2966,24218,2010
Mymensingh,86,154,16,47,1113257,183,287,7267,15518,2015
Sylhet,68,168,29,85,648425,234,167,6082,24104,2021
Narayanganj,89,201,24,22,1740666,631,56,6104,3175,2000
Chattogram,62,88,13,126,1770832,683,314,13526,18111,2024
Mymensingh,56,56,45,48,331368,159,326,1937,21305,2012
Barishal,83,227,36,99,1944207,420,333,4790,24628,2021
Khulna,52,64,25,129,1807242,262,254,9497,6607,2019
Rangpur,85,231,45,67,1998702,564,199,5373,20269,2014
Rajshahi,80,148,26,10,201576,315,134,2644,27274,2009
Gazipur,86,223,44,75,1047880,366,241,5300,6164,2012
Mymensingh,84,232,44,20,1560635,330,71,7266,4327,2004
Gazipur,53,215,38,68,101685,261,62,7813,23281,2012
Narayanganj,95,70,20,98,1902772,300,152,3638,3543,2000
Mymensingh,76,101,43,25,1280268,261,335,13213,15856,2004
Rangpur,54,273,49,118,1224374,72,223,7614,17527,2011
Sylhet,86,91,41,87,1255262,272,203,5784,18306,2022
Rajshahi,72,148,50,47,244477,431,198,3027,8567,2014
Barishal,93,131,19,121,1888396,503,331,6539,12044,2004
Dhaka,79,235,43,83,1288392,369,42,8458,7349,2000
Barishal,90,77,25,146,225431,288,288,9318,7412,2008
Barishal,52,172,12,98,492214,546,28,14679,5402,2004
Rangpur,93,288,14,31,1311227,381,46,14127,6459,2019
Rangpur,60,241,6,110,249276,407,208,11823,9196,2006
Dhaka,78,67,41,53,1948722,435,173,9175,18095,2023
Narayanganj,83,129,12,67,167045,264,215,13547,1794,2000
Chattogram,99,277,29,80,131387,288,391,8584,25995,2024
Barishal,53,202,39,141,590655,505,370,11134,3085,2013
Dhaka,76,65,47,24,586663,303,50,14690,6504,2022
Rajshahi,83,277,16,39,756248,598,268,6444,4874,2015
Mymensingh,65,88,27,71,1164791,579,234,1938,11235,2005
Sylhet,63,75,35,130,727541,180,103,3961,5219,2004
Rangpur,91,296,31,80,991695,304,395,7324,16763,2009
Sylhet,74,266,8,150,966276,334,48,2803,21998,2001
Rajshahi,74,151,12,49,553723,63,288,3369,10034,2013
Rajshahi,91,187,14,48,114083,608,220,1705,21755,2019
Sylhet,56,188,35,136,1293160,657,118,8172,29220,2008
Mymensingh,85,210,30,77,1049723,209,183,14147,22422,2020
Khulna,84,73,23,100,285518,175,69,7209,27494,2014
Mymensingh,62,270,28,104,174978,607,338,9013,7751,2010
Cumilla,95,292,20,20,1302447,679,166,13219,14330,2022
Barishal,76,237,45,34,64430,668,146,6436,27179,2012
Rajshahi,86,56,25,23,801727,682,144,7897,2362,2019
Cumilla,59,141,6,140,550964,322,195,10071,10326,2023
Mymensingh,81,286,13,11,1458152,200,183,12247,25011,2006
Narayanganj,78,200,40,145,1275627,313,137,2698,21798,2004
Narayanganj,68,138,37,46,1138830,352,123,3644,27820,2005
Barishal,56,240,36,117,296580,373,255,8843,4881,2014
Chattogram,62,168,45,14,406776,555,122,11033,27405,2016
Rangpur,52,254,13,108,370249,266,247,9198,25859,2021
Narayanganj,84,61,44,39,958659,433,256,1414,23887,2015
Sylhet,52,167,31,121,541874,454,158,1369,4499,2009
Cumilla,56,168,22,63,1229918,360,41,6659,6655,2011
Dhaka,59,74,29,74,1062247,212,308,2356,9888,2004
Narayanganj,76,293,29,48,263681,387,129,7009,23295,2015
Rangpur,81,190,10,59,423308,490,126,1959,11053,2000
Cumilla,70,62,9,33,1841620,581,33,12993,24267,2005
Khulna,84,134,29,79,619878,664,223,13741,4016,2008
Chattogram,96,234,34,43,1195328,372,276,5906,16190,2004
Barishal,65,175,50,150,537866,89,100,11537,28406,2002
Chattogram,92,95,22,51,583837,528,198,9551,22573,2005
Narayanganj,74,70,48,68,1722350,319,289,9058,13270,2014
Khulna,94,104,41,123,800469,361,38,8699,11524,2020
Khulna,98,65,27,109,647285,398,295,14807,20035,2011
Chattogram,100,114,50,67,58129,382,57,3478,18595,2024
Rangpur,95,232,42,131,1527931,392,157,1180,23583,2010
Sylhet,72,165,10,81,1049915,451,286,13592,2731,2003
Rangpur,63,232,37,125,178396,419,248,1545,9164,2012
Sylhet,52,164,36,64,1539303,305,126,10319,1207,2021
Rajshahi,91,179,31,27,1859675,103,175,6870,24648,2020
Rajshahi,55,210,6,116,286231,409,70,8701,11900,2000
Mymensingh,73,189,14,38,1146307,283,263,4305,11663,2020
Khulna,99,83,34,53,1620203,52,188,10978,10894,2016
Gazipur,93,297,43,93,1848356,320,87,13687,23038,2023
Dhaka,53,239,30,103,593596,117,148,11201,15913,2012
Barishal,62,246,36,103,1468784,269,172,5010,28490,2023
Dhaka,63,110,20,117,287785,693,396,9005,14804,2017
Narayanganj,54,143,12,134,870322,214,54,11534,23632,2019
Gazipur,91,129,33,127,912444,97,386,9500,23065,2003
Rajshahi,67,227,12,83,1375274,582,196,5232,9676,2018
Mymensingh,61,87,33,15,996224,261,102,10159,29292,2000
Cumilla,93,238,27,42,307319,309,344,7751,2639,2013
Narayanganj,94,157,42,18,487786,667,114,9946,19401,2019
Chattogram,82,106,42,146,951572,104,346,7597,21562,2003
Khulna,63,71,24,80,511836,542,299,3762,10018,2003
Dhaka,67,181,13,40,136484,397,307,2915,18654,2009
Narayanganj,59,211,16,55,1737341,416,237,10704,1822,2016
Barishal,62,266,25,41,444637,243,202,5104,14212,2024
Barishal,80,82,42,109,1817889,143,74,3145,8137,2002
Chattogram,94,242,21,52,1323435,299,298,12158,10785,2012
Sylhet,62,166,28,117,1378405,298,47,4271,24649,2004
Dhaka,86,169,6,91,1521753,613,179,3571,16917,2020
Khulna,89,297,18,20,229103,242,125,14831,5515,2009
Rangpur,52,114,17,43,703458,131,272,8488,13345,2020
Cumilla,97,91,26,58,1510197,182,244,8725,15344,2019
Sylhet,81,273,47,98,614525,373,126,9835,1075,2010
Mymensingh,62,298,33,31,1572132,521,27,6671,26907,2005
Cumilla,73,94,30,45,407018,528,153,6464,16859,2020
Khulna,75,270,28,40,1615488,468,288,1340,5182,2004
Mymensingh,71,129,28,107,88323,167,206,14950,26112,2014
Gazipur,92,152,20,105,174970,336,149,2382,19576,2001
Khulna,91,88,29,144,1367089,99,263,10784,24875,2019
Khulna,74,151,6,16,1756389,291,34,7095,4513,2008
Mymensingh,76,79,35,102,419649,484,65,8770,13526,2003
Gazipur,69,95,41,38,1841796,647,366,914,4273,2003
Narayanganj,63,110,13,87,164787,490,263,4613,12081,2010
Gazipur,92,223,7,140,625473,200,125,9844,20956,2008
Rajshahi,91,286,24,85,463994,246,356,11429,17916,2004
Chattogram,72,277,11,118,657444,208,295,8894,17847,2015
Rangpur,63,145,17,66,1153371,406,361,7782,15832,2022
Rajshahi,92,293,50,150,735825,377,61,1587,3763,2012
Chattogram,93,291,22,15,1747924,121,102,8527,3254,2011
Rangpur,64,143,40,122,692236,629,87,5361,13690,2014
Gazipur,75,157,8,76,1937523,317,134,13121,6241,2007
Sylhet,97,132,14,142,711630,584,158,6700,1424,2009
Cumilla,83,95,44,128,1430053,700,50,10953,15869,2002
Cumilla,96,264,25,13,738734,544,368,12206,6674,2023
Barishal,69,120,25,76,1967796,455,258,11087,15815,2017
Chattogram,58,160,15,40,1170569,279,284,10642,14155,2001
Dhaka,71,268,50,25,1988473,369,347,11076,18822,2012
Rajshahi,50,156,9,80,1268961,662,177,7311,23966,2019
Rajshahi,66,106,7,20,553920,700,203,1883,13399,2014
Barishal,57,215,23,11,1867649,352,211,11411,28466,2014
Narayanganj,99,136,42,129,1422292,668,134,8432,8755,2014
Sylhet,97,229,45,90,557946,461,360,5269,2017,2015
Mymensingh,83,115,22,117,1046473,387,121,2165,10534,2018
Dhaka,52,200,13,127,1903026,276,76,2177,12564,2020
Barishal,91,237,25,86,1921087,479,298,1932,21533,2019
Cumilla,55,240,35,116,1339684,667,327,8193,1987,2004
Mymensingh,77,52,32,142,134412,102,246,2463,13618,2002
Khulna,55,216,46,93,1126967,535,61,13045,17049,2007
Rajshahi,64,150,17,97,300382,302,85,8101,11292,2023
Rajshahi,96,135,16,104,792019,95,246,5693,7431,2020
Cumilla,88,201,42,137,990632,235,373,4650,18283,2022
Dhaka,90,53,43,107,666650,610,382,11901,11202,2014
Chattogram,61,65,19,82,1748825,388,277,1203,7750,2019
Mymensingh,74,80,22,145,1378916,103,331,1989,11367,2011
Dhaka,100,103,8,132,1040276,344,304,14953,6859,2020
Narayanganj,66,186,39,49,1538478,271,231,14419,27066,2002
Rangpur,62,99,32,148,791271,280,182,2420,2229,2013
Dhaka,84,105,21,118,838075,583,332,11115,22853,2016
Rangpur,61,201,35,19,646162,586,26,10795,22041,2017
Rangpur,67,198,13,66,1419432,81,293,5764,8434,2004
Chattogram,57,268,39,10,898884,613,307,4670,2808,2012
Dhaka,64,274,37,117,1800174,203,374,1629,10831,2016
Mymensingh,89,229,6,104,881172,303,166,9908,14172,2019
Sylhet,65,57,36,77,204610,576,104,12995,19168,2002
Chattogram,64,57,20,104,282177,257,366,10147,17312,2010
Khulna,72,133,14,90,1727541,545,185,4284,21809,2010
Rajshahi,87,95,16,129,1617059,140,348,9681,4746,2004
Cumilla,69,160,21,41,340808,646,37,8785,11099,2010
Barishal,61,168,36,94,1024431,682,287,11049,13840,2021
Mymensingh,91,276,48,104,73408,352,141,13576,15031,2022
